time-since-start [s],throttle_mpc,roll_mpc,pitch_mpc,yaw_mpc,throttle_nw,roll_nw,pitch_nw,yaw_nw,position_x [m],position_y [m],position_z [m],rotation_w [quaternion],rotation_x [quaternion],rotation_y [quaternion],rotation_z [quaternion],velocity_x [m/s],velocity_y [m/s],velocity_z [m/s],omega_x [rad/s],omega_y [rad/s],omega_z [rad/s],network_used,gaze_2d_norm_x,gaze_2d_norm_y,gaze_2d_x,gaze_2d_y,gaze_3d_x,gaze_3d_y,gaze_3d_z,angle_rad,angle_deg,high_level_label
0.0,10.631879561940108,5.9999995491553335,-5.999999909896813,-2.7157840686942203,11.743578,-0.69677544,-6.015794,-1.012014,20.15574,-8.777501,2.0057964,-0.109633654,-0.453784,0.273556,0.8409683,-9.820533,-6.597431,0.22611356,1.7295816,-0.4094239,-0.36768043,0,0.05131391525268555,-0.28400235493977866,0.5256569576263428,0.35799882253011067,-0.9792751473770752,-0.001794471678540105,-0.20252645654581145,0.5897154317194908,33.7882053512621,1
0.01,10.631879561940108,5.9999995491553335,-5.999999909896813,-2.7157840686942203,14.805456,1.4265786,-4.323484,-1.4174879,20.057102,-8.843274,2.007801,-0.07629625,-0.43511438,0.29563338,0.8470273,-9.906476,-6.556119,0.17496444,5.9999995,-6.0,-2.715784,0,0.05131391525268555,-0.28400235493977866,0.5256569576263428,0.35799882253011067,-0.9792751473770752,-0.001794471678540105,-0.20252645654581145,0.5897154317194908,33.7882053512621,1
0.02,10.631879561940108,5.9999995491553335,-5.999999909896813,-2.7157840686942203,14.805456,1.4265786,-4.323484,-1.4174879,19.957628,-8.908595,2.0092983,-0.042807467,-0.4155815,0.31712422,0.8514057,-9.987802,-6.5071063,0.12462623,5.9999995,-6.0,-2.715784,0,0.05131391525268555,-0.28400235493977866,0.5256569576263428,0.35799882253011067,-0.9792751473770752,-0.001794471678540105,-0.20252645654581145,0.5897154317194908,33.7882053512621,1
0.03,10.631879561940108,5.9999995491553335,-5.999999909896813,-2.7157840686942203,14.805456,1.4265786,-4.323484,-1.4174879,19.857367,-8.973391,2.0102959,-0.009233756,-0.39522406,0.33798584,0.8540949,-10.063844,-6.450822,0.07497304,5.9999995,-6.0,-2.715784,0,0.05131391525268555,-0.28400235493977866,0.5256569576263428,0.35799882253011067,-0.9792751473770752,-0.001794471678540105,-0.20252645654581145,0.5897154317194908,33.7882053512621,1
0.04,10.631879561940108,5.9999995491553335,-5.999999909896813,-2.7157840686942203,12.823177,0.0036819447,-3.9197357,-0.8366151,19.756372,-9.037589,2.0108,0.024358278,-0.37408248,0.35817692,0.85508955,-10.133975,-6.3877516,0.025873588,5.9999995,-6.0,-2.715784,0,0.05131391525268555,-0.28400235493977866,0.5256569576263428,0.35799882253011067,-0.9792751473770752,-0.001794471678540105,-0.20252645654581145,0.5897154317194908,33.7882053512621,1
0.05,10.631879561940108,5.9999995491553335,-5.999999909896813,-2.7157840686942203,12.823177,0.0036819447,-3.9197357,-0.8366151,19.654709,-9.101125,2.0108147,0.057901982,-0.35219872,0.37765732,0.8543876,-10.1976185,-6.318435,-0.022807822,5.9999995,-6.0,-2.715784,0,0.05131391525268555,-0.28400235493977866,0.5256569576263428,0.35799882253011067,-0.9792751473770752,-0.001794471678540105,-0.20252645654581145,0.5897154317194908,33.7882053512621,1
0.060000000000000005,10.631879561940108,5.9999995491553335,-5.999999909896813,-2.7157840686942203,12.823177,0.0036819447,-3.9197357,-0.8366151,19.552443,-9.163938,2.0103443,0.09133081,-0.3296162,0.39638844,0.85199046,-10.254246,-6.243463,-0.07121019,5.9999995,-6.0,-2.715784,0,0.05131391525268555,-0.28400235493977866,0.5256569576263428,0.35799882253011067,-0.9792751473770752,-0.001794471678540105,-0.20252645654581145,0.5897154317194908,33.7882053512621,1
0.07,10.631879561940108,5.9999995491553335,-5.999999909896813,-2.7157840686942203,12.823177,0.0036819447,-3.9197357,-0.8366151,19.449648,-9.225976,2.0093906,0.12457843,-0.30637968,0.41433308,0.84790295,-10.303387,-6.16347,-0.11947474,5.9999995,-6.0,-2.715784,0,-0.05671561717987061,-0.19359642028808594,0.4716421914100647,0.403201789855957,-0.8874068087887991,0.4428904261046288,-0.12789537200438778,1.002008083413335,57.41083421757664,1
0.08,18.276514825778296,5.999998141369835,-5.999999814966927,-1.1391686665350613,14.745893,0.5563245,-4.8682127,-1.107486,19.346401,-9.287191,2.0079544,0.15757889,-0.28253528,0.43145564,0.84213316,-10.344628,-6.0791297,-0.16774376,5.9999995,-6.0,-2.715784,0,-0.05671561717987061,-0.19359642028808594,0.4716421914100647,0.403201789855957,-0.8874068087887991,0.4428904261046288,-0.12789537200438778,1.002008083413335,57.41083421757664,1
0.09,18.276514825778296,5.999998141369835,-5.999999814966927,-1.1391686665350613,14.745893,0.5563245,-4.8682127,-1.107486,19.24266,-9.347231,2.006214,0.18364291,-0.25475103,0.44998196,0.8359982,-10.401352,-5.9278817,-0.18045875,5.999998,-6.0,-1.1391686,0,-0.05671561717987061,-0.19359642028808594,0.4716421914100647,0.403201789855957,-0.8874068087887991,0.4428904261046288,-0.12789537200438778,1.002008083413335,57.41083421757664,1
0.09999999999999999,18.276514825778296,5.999998141369835,-5.999999814966927,-1.1391686665350613,14.745893,0.5563245,-4.8682127,-1.107486,19.138426,-9.405732,2.004343,0.20937046,-0.22649999,0.46768382,0.82833153,-10.443449,-5.771555,-0.19385745,5.999998,-6.0,-1.1391686,0,-0.05671561717987061,-0.19359642028808594,0.4716421914100647,0.403201789855957,-0.8874068087887991,0.4428904261046288,-0.12789537200438778,1.002008083413335,57.41083421757664,1
0.10999999999999999,18.276514825778296,5.999998141369835,-5.999999814966927,-1.1391686665350613,14.745893,0.5563245,-4.8682127,-1.107486,19.033844,-9.462649,2.0023332,0.23471442,-0.19783397,0.4845288,0.8191472,-10.470582,-5.6113515,-0.2083932,5.999998,-6.0,-1.1391686,0,-0.05671561717987061,-0.19359642028808594,0.4716421914100647,0.403201789855957,-0.8874068087887991,0.4428904261046288,-0.12789537200438778,1.002008083413335,57.41083421757664,1
0.11999999999999998,18.276514825778296,5.999998141369835,-5.999999814966927,-1.1391686665350613,14.745893,0.5563245,-4.8682127,-1.107486,18.929066,-9.517951,2.0001702,0.25962833,-0.16880551,0.5004861,0.80846214,-10.482526,-5.4485,-0.22451107,5.999998,-6.0,-1.1391686,0,-0.05671561717987061,-0.19359642028808594,0.4716421914100647,0.403201789855957,-0.8874068087887991,0.4428904261046288,-0.12789537200438778,1.002008083413335,57.41083421757664,1
0.12999999999999998,20.99999821578701,2.5845575377991734,-5.9999991296104636,0.624799375629466,14.7357025,-2.1849172,-1.259267,-0.42785653,18.824245,-9.571615,1.9978361,0.28406656,-0.13946778,0.51552635,0.7962959,-10.479167,-5.284249,-0.24264452,5.999998,-6.0,-1.1391686,0,-0.05671561717987061,-0.19359642028808594,0.4716421914100647,0.403201789855957,-0.8874068087887991,0.4428904261046288,-0.12789537200438778,1.002008083413335,57.41083421757664,1
0.13999999999999999,20.99999821578701,2.5845575377991734,-5.9999991296104636,0.624799375629466,14.7357025,-2.1849172,-1.259267,-0.42785653,18.719543,-9.623514,1.9953728,0.29869145,-0.11022762,0.5174525,0.79427695,-10.459319,-5.096112,-0.24966341,2.5845575,-5.999999,0.6247994,0,-0.1333720588684082,-0.06340291976928711,0.4333139705657959,0.46829854011535643,-0.6621294827567572,0.7471219664453947,-0.0582521700800574,1.2990165487843504,74.42816576299329,1
0.15,20.99999821578701,2.5845575377991734,-5.9999991296104636,0.624799375629466,14.7357025,-2.1849172,-1.259267,-0.42785653,18.615105,-9.673547,1.9928498,0.31299478,-0.080868796,0.51882154,0.7914028,-10.426224,-4.910867,-0.25462723,2.5845575,-5.999999,0.6247994,0,-0.1333720588684082,-0.06340291976928711,0.4333139705657959,0.46829854011535643,-0.6621294827567572,0.7471219664453947,-0.0582521700800574,1.2990165487843504,74.42816576299329,1
0.16,20.999997841523182,-0.07747758711237575,-2.9486443563802167,0.6669378303282075,14.0913105,-2.8622296,-0.5167535,-0.7126162,18.511063,-9.7217455,1.9902856,0.3269611,-0.051422894,0.519632,0.7876766,-10.380001,-4.7292705,-0.2580092,2.5845575,-5.999999,0.6247994,0,-0.1333720588684082,-0.06340291976928711,0.4333139705657959,0.46829854011535643,-0.6621294827567572,0.7471219664453947,-0.0582521700800574,1.2990165487843504,74.42816576299329,1
