t,px,py,pz,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz,throttle_mpc,roll_mpc,pitch_mpc,yaw_mpc,throttle_nw,roll_nw,pitch_nw,yaw_nw,network_used
-2.0,12.912894,-11.834263,1.0952393,0.46283114,-0.235157,-0.80414927,-0.28953838,-3.2239192,3.3651,0.09970869,0.13888502,0.9221162,0.8751289000000001,6.068986465769735,-2.221435830749368,-5.999999701118601,1.4741796908640783,10.123059,-1.0535771999999999,-0.122360125,0.45462736,0
-1.99,12.880389,-11.80033,1.0959464,0.46371028,-0.23829708,-0.8041189999999999,-0.28562206,-3.2767549,3.4212508,0.04140948,0.042526855999999995,0.11383341,0.8802469,6.068986465769735,-2.221435830749368,-5.999999701118601,1.4741796908640783,9.634894000000001,-1.4199939,-1.3187143,0.1487923,0
-1.98,12.847365,-11.765845,1.0960617,0.46166155,-0.23993119999999998,-0.8059714,-0.28233284,-3.3276312000000003,3.4753509,-0.018565461000000002,-0.073091246,-0.60265046,0.88817626,6.068986465769735,-2.221435830749368,-5.999999701118601,1.4741796908640783,9.634894000000001,-1.4199939,-1.3187143,0.1487923,0
-1.97,12.813842999999999,-11.730830000000001,1.0955718,0.4570378,-0.24012916,-0.8095187,-0.27952442,-3.3764966,3.5273296999999997,-0.079578176,-0.20270832,-1.2394011,0.8985780999999999,6.068986465769735,-2.221435830749368,-5.999999701118601,1.4741796908640783,9.634894000000001,-1.4199939,-1.3187143,0.1487923,0
-1.96,12.779841000000001,-11.695307000000001,1.0944684999999998,0.45012686,-0.23895244,-0.8145685,-0.27706623,-3.4233303,3.5771356,-0.14111416,-0.34207508,-1.8067923,0.91114676,6.068986465769735,-2.221435830749368,-5.999999701118601,1.4741796908640783,7.846527,-2.2524035,-1.3929337,0.19221982,0
-1.95,12.745382000000001,-11.659295,1.092749,0.44116467,-0.23645581,-0.8209286,-0.2748432,-3.4681277,3.6247269999999996,-0.20276347,-0.48777926,-2.3137531000000005,0.92560726,6.068986465769735,-2.221435830749368,-5.999999701118601,1.4741796908640783,7.846527,-2.2524035,-1.3929337,0.19221982,0
-1.94,12.710485,-11.622819999999999,1.0904139,0.43034586,-0.23268859,-0.82841027,-0.27275464,-3.5108917,3.6700672999999995,-0.26420468,-0.6370994000000001,-2.7679782000000004,0.9417120999999999,6.068986465769735,-2.221435830749368,-5.999999701118601,1.4741796908640783,7.846527,-2.2524035,-1.3929337,0.19221982,0
-1.93,12.675172,-11.585902,1.0874666000000002,0.41783217,-0.22769581,-0.8368306000000001,-0.27071318,-3.5516262000000003,3.7131220000000003,-0.32519153,-0.78788364,-3.1761065,0.95923877,6.068986465769735,-2.221435830749368,-5.999999701118601,1.4741796908640783,7.846527,-2.2524035,-1.3929337,0.19221982,0
-1.92,12.639461500000001,-11.548567,1.0839124,0.40375924,-0.22151919,-0.84601337,-0.26864332,-3.5903324999999997,3.753857,-0.38554168,-0.93844676,-3.5438712,0.9779875,9.423342393431026,-2.938720453534879,-5.99999977259044,2.1439361239688246,10.474785,-2.6974478,-1.6757889,0.48948428,0
-1.91,12.603271000000001,-11.510728,1.0798647,0.38834864,-0.21407376,-0.85582346,-0.26631558,-3.6473907999999997,3.8135552,-0.42373058,-1.1691937,-3.8462107000000003,1.0279489,9.423342393431026,-2.938720453534879,-5.99999977259044,2.1439361239688246,10.474785,-2.6974478,-1.6757889,0.48948428,0
