time-since-start [s],throttle_mpc,roll_mpc,pitch_mpc,yaw_mpc,throttle_nw,roll_nw,pitch_nw,yaw_nw,position_x [m],position_y [m],position_z [m],rotation_w [quaternion],rotation_x [quaternion],rotation_y [quaternion],rotation_z [quaternion],velocity_x [m/s],velocity_y [m/s],velocity_z [m/s],omega_x [rad/s],omega_y [rad/s],omega_z [rad/s],network_used,gaze_2d_norm_x,gaze_2d_norm_y,gaze_2d_x,gaze_2d_y,gaze_3d_x,gaze_3d_y,gaze_3d_z,angle_rad,angle_deg,high_level_label
0.0,13.11769186396067,5.999999756034269,-5.99999993207376,-2.550553984891822,14.387026,-0.5871861,-5.7862096,-0.7676412,18.296375,-10.679857,1.8828505,0.053734723,-0.44976237,0.34603116,0.82163787,-11.884483,-3.7451344,-0.35252514,1.8506398,-0.029950237,-0.37324393,0,-0.04969735622406006,-0.38726740519205727,0.47515132188797,0.30636629740397137,-0.9340177856028282,0.3055099444814583,-0.1851336004093404,0.6214003289956196,35.60361623948984,1
0.01,13.11769186396067,5.999999756034269,-5.99999993207376,-2.550553984891822,16.03902,1.0529174,-3.9226823,-1.2408694,18.17708,-10.716895,1.8790703,0.08802273,-0.42747992,0.36298734,0.8232577,-11.97356,-3.6613946,-0.40318552,5.9999995,-6.0,-2.550554,0,-0.04969735622406006,-0.38726740519205727,0.47515132188797,0.30636629740397137,-0.9340177856028282,0.3055099444814583,-0.1851336004093404,0.6214003289956196,35.60361623948984,1
0.02,13.11769186396067,5.999999756034269,-5.99999993207376,-2.550553984891822,16.03902,1.0529174,-3.9226823,-1.2408694,18.056934,-10.75306,1.8747934,0.12213801,-0.40435863,0.37923124,0.8232619,-12.054268,-3.5705898,-0.4519048,5.9999995,-6.0,-2.550554,0,-0.04969735622406006,-0.38726740519205727,0.47515132188797,0.30636629740397137,-0.9340177856028282,0.3055099444814583,-0.1851336004093404,0.6214003289956196,35.60361623948984,1
0.03,13.11769186396067,5.999999756034269,-5.99999993207376,-2.550553984891822,16.03902,1.0529174,-3.9226823,-1.2408694,17.936026,-10.788285,1.8700385,0.15601362,-0.38044384,0.39473101,0.8216507,-12.125994,-3.4734864,-0.49877992,5.9999995,-6.0,-2.550554,0,-0.04969735622406006,-0.38726740519205727,0.47515132188797,0.30636629740397137,-0.9340177856028282,0.3055099444814583,-0.1851336004093404,0.6214003289956196,35.60361623948984,1
0.04,13.11769186396067,5.999999756034269,-5.99999993207376,-2.550553984891822,13.808521,-0.48988265,-4.7553844,-1.1028956,17.814445,-10.822512,1.8648237,0.18958308,-0.35578248,0.40945616,0.818427,-12.188197,-3.3709004,-0.54392236,5.9999995,-6.0,-2.550554,0,-0.04969735622406006,-0.38726740519205727,0.47515132188797,0.30636629740397137,-0.9340177856028282,0.3055099444814583,-0.1851336004093404,0.6214003289956196,35.60361623948984,1
0.05,13.11769186396067,5.999999756034269,-5.99999993207376,-2.550553984891822,13.808521,-0.48988265,-4.7553844,-1.1028956,17.692295,-10.855687,1.8591655,0.22278053,-0.33042297,0.42337784,0.81359744,-12.240412,-3.263691,-0.58745706,5.9999995,-6.0,-2.550554,0,-0.04969735622406006,-0.38726740519205727,0.47515132188797,0.30636629740397137,-0.9340177856028282,0.3055099444814583,-0.1851336004093404,0.6214003289956196,35.60361623948984,1
0.060000000000000005,13.11769186396067,5.999999756034269,-5.99999993207376,-2.550553984891822,13.808521,-0.48988265,-4.7553844,-1.1028956,17.569674,-10.887772,1.8530796,0.2555408,-0.30441505,0.43646872,0.8071713,-12.282251,-3.152753,-0.6295216,5.9999995,-6.0,-2.550554,0,-0.04969735622406006,-0.38726740519205727,0.47515132188797,0.30636629740397137,-0.9340177856028282,0.3055099444814583,-0.1851336004093404,0.6214003289956196,35.60361623948984,1
0.07,13.11769186396067,5.999999756034269,-5.99999993207376,-2.550553984891822,13.808521,-0.48988265,-4.7553844,-1.1028956,17.446688,-10.918733,1.8465797,0.2877996,-0.2778098,0.4487031,0.79916126,-12.313407,-3.0390112,-0.6702652,5.9999995,-6.0,-2.550554,0,-0.25725454330444336,-0.35415995279947915,0.37137272834777835,0.3229200236002604,-0.7335937430038404,0.6794126683024182,0.015448183576208252,0.9890419018902215,56.66792673990172,1
0.08,20.4590661642965,5.999999434041586,-5.999999864423064,-0.5869784909731216,16.37459,-0.63900685,-3.372659,-1.0398765,17.323444,-10.948546,1.8396783,0.31949365,-0.2506594,0.46005702,0.789583,-12.333657,-2.9234114,-0.70984733,5.9999995,-6.0,-2.550554,0,-0.25725454330444336,-0.35415995279947915,0.37137272834777835,0.3229200236002604,-0.7335937430038404,0.6794126683024182,0.015448183576208252,0.9890419018902215,56.66792673990172,1
0.09,20.4590661642965,5.999999434041586,-5.999999864423064,-0.5869784909731216,16.37459,-0.63900685,-3.372659,-1.0398765,17.200024,-10.976872,1.8325523,0.34283647,-0.21852031,0.47300407,0.78165174,-12.348015,-2.7417002,-0.7151645,5.9999995,-6.0,-0.5869785,0,-0.25725454330444336,-0.35415995279947915,0.37137272834777835,0.3229200236002604,-0.7335937430038404,0.6794126683024182,0.015448183576208252,0.9890419018902215,56.66792673990172,1
